"id","atlas_id","name","acronym","red","green","blue","st_order","st_level","ontology_id","hemisphere_id","sibling_order","created_at","updated_at","row_number"
11862,"","IZ in midcingulate cortex","cIZmi",242,228,230,1,"",11,3,1,"","2013-06-27 21:54:20.358009","7389"
11865,"","IZ in caudal cingulate cortex","cIZc",242,228,230,2,"",11,3,2,"","2013-06-27 21:54:20.364981","7390"
11868,"","IZ in subgenual (subcallosal) cingulate cortex","cIZsg",242,228,230,3,"",11,3,3,"","2013-06-27 21:54:20.37217","7391"
11871,"","IZ in insular neocortex","iIZ",240,216,208,4,"",11,3,4,"","2013-06-27 21:54:20.322499","7392"
11872,"","IZ in dysgranular insular cortex","iIZdg",240,216,208,0,"",11,3,0,"","2013-06-27 21:54:20.329628","7393"
11873,"","IZ in granular insular cortex","iIZgr",240,216,208,1,"",11,3,1,"","2013-06-27 21:54:20.336755","7394"
11874,"","IZ in hippocampal proper","IZhip",230,230,236,0,"",11,3,0,"","2013-06-27 21:54:20.474415","7395"
11875,"","IZ in subicular cortex","IZsub",230,230,236,1,"",11,3,1,"","2013-06-27 21:54:20.49507","7396"
11876,"","IZ in presubicular cortex","IZprs",231,220,210,2,"",11,3,2,"","2013-06-27 21:54:20.428288","7397"
11877,"","IZ in entorhinal cortex","IZec",231,220,210,1,"",11,3,1,"","2013-06-27 21:54:20.407318","7398"
11878,"","IZ in perirhinal cortex","IZpc",231,220,210,0,"",11,3,0,"","2013-06-27 21:54:20.386164","7399"
11879,"","IZ in retrosplenial cortex","IZrs",231,220,210,3,"",11,3,3,"","2013-06-27 21:54:20.460653","7400"
11880,"","SZ in dorsomedial frontal cortex","fSZdm",234,209,128,1,"",11,3,1,"","2013-06-27 21:54:20.55112","7401"
11881,"","outer SZ in dorsomedial frontal cortex","fSZdmo",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.557982","7402"
11882,"","outer plexiform (fiber) zone in dorsomedial frontal cortex","fSZdmop",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.565159","7403"
11883,"","inner SZ in dorsomedial frontal cortex","fSZdmi",228,200,107,1,"",11,3,1,"","2013-06-27 21:54:20.571995","7404"
11884,"","inner plexiform (fiber) zone in dorsomedial frontal cortex","fSZdmip",228,200,107,0,"",11,3,0,"","2013-06-27 21:54:20.578755","7405"
11885,"","SZ in orbital frontal cortex","fSZor",226,212,167,4,"",11,3,4,"","2013-06-27 21:54:20.654437","7406"
11886,"","outer SZ in orbital frontal cortex","fSZoro",226,212,167,0,"",11,3,0,"","2013-06-27 21:54:20.661182","7407"
11887,"","outer plexiform (fiber) zone in orbital frontal cortex","fSZorop",226,212,167,0,"",11,3,0,"","2013-06-27 21:54:20.668016","7408"
11888,"","inner SZ in orbital frontal cortex","fSZori",213,198,153,1,"",11,3,1,"","2013-06-27 21:54:20.674734","7409"
11889,"","inner plexiform (fiber) zone in orbital frontal cortex","fSZorip",213,198,153,0,"",11,3,0,"","2013-06-27 21:54:20.681465","7410"
11890,"","SZ in posteror frontal cortex (motor cortex)","fSZm1",252,225,122,5,"",11,3,5,"","2013-06-27 21:54:20.688236","7411"
11891,"","outer SZ in posteror frontal cortex (motor cortex)","fSZm1o",252,225,122,0,"",11,3,0,"","2013-06-27 21:54:20.695017","7412"
11892,"","outer plexiform (fiber) zone in posteror frontal cortex (motor cortex)","fSZm1op",252,225,122,0,"",11,3,0,"","2013-06-27 21:54:20.701667","7413"
11893,"","inner SZ in posteror frontal cortex (motor cortex)","fSZm1i",255,225,104,1,"",11,3,1,"","2013-06-27 21:54:20.7084","7414"
11894,"","inner plexiform (fiber) zone in posteror frontal cortex (motor cortex)","fSZm1ip",255,225,104,0,"",11,3,0,"","2013-06-27 21:54:20.71513","7415"
11895,"","SZ in dorsolateral prefrontal cortex","fSZdl",234,209,128,2,"",11,3,2,"","2013-06-27 21:54:20.585521","7416"
11896,"","outer SZ in dorsolateral prefrontal cortex","fSZdlo",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.59238","7417"
11897,"","outer plexiform zone in dorsolateral prefrontal cortex","fSZdlop",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.599517","7418"
11898,"","inner SZ in dorsolateral prefrontal cortex","fSZdli",228,200,107,1,"",11,3,1,"","2013-06-27 21:54:20.606301","7419"
11899,"","inner plexiform zone in dorsolateral prefrontal cortex","fSZdlip",228,200,107,0,"",11,3,0,"","2013-06-27 21:54:20.613138","7420"
11900,"","SZ in ventrolateral prefrontal cortex","fSZvl",234,209,128,3,"",11,3,3,"","2013-06-27 21:54:20.620464","7421"
11901,"","outer SZ in ventrolateral prefrontal cortex","fSZvlo",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.627272","7422"
11902,"","outer plexiform zone in ventrolateral prefrontal cortex","fSZvlop",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.634075","7423"
11903,"","inner SZ in ventrolateral prefrontal cortex","fSZvli",228,200,107,1,"",11,3,1,"","2013-06-27 21:54:20.641076","7424"
11904,"","inner plexiform zone in ventrolateral prefrontal cortex","fSZvlip",228,200,107,0,"",11,3,0,"","2013-06-27 21:54:20.647717","7425"
11905,"","SZ in frontal polar cortex","fSZfp",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.529841","7426"
11906,"","outer SZ in frontal polar cortex","fSZfpo",234,209,128,0,"",11,3,0,"","2013-06-27 21:54:20.53667","7427"
11907,"","inner SZ in frontal polar cortex","fSZfpi",228,200,107,1,"",11,3,1,"","2013-06-27 21:54:20.543928","7428"
11908,"","SZ in primary visual cortex","oSZv1",229,171,154,1,"",11,3,1,"","2013-06-27 21:54:22.376646","7429"
11909,"","outer SZ in primary visual cortex","oSZv1o",229,171,154,0,"",11,3,0,"","2013-06-27 21:54:22.383393","7430"
11910,"","outer plexiform zone in primary visual cortex","oSZv1op",229,171,154,0,"",11,3,0,"","2013-06-27 21:54:22.390155","7431"
11911,"","inner SZ in primary visual cortex","oSZv1i",225,153,133,1,"",11,3,1,"","2013-06-27 21:54:22.39689","7432"
11912,"","inner plexiform zone in primary visual cortex","oSZv1ip",225,153,133,0,"",11,3,0,"","2013-06-27 21:54:22.403613","7433"
11913,"","SZ in dorsomedial extrastriate cortex (V2)","oSZdm",229,171,154,0,"",11,3,0,"","2013-06-27 21:54:22.417183","7434"
11914,"","outer SZ in dorsomedial extrastriate cortex","oSZdmo",229,171,154,0,"",11,3,0,"","2013-06-27 21:54:22.4239","7435"
11916,"","inner SZ in dorsomedial extrastriate cortex","oSZdmi",225,153,133,1,"",11,3,1,"","2013-06-27 21:54:22.430611","7436"
11918,"","SZ in ventromedial extrastriate cortex (VP)","oSZvm",229,171,154,1,"",11,3,1,"","2013-06-27 21:54:22.437387","7437"
11919,"","outer SZ in ventromedial extrastriate cortex","oSZvmo",229,171,154,0,"",11,3,0,"","2013-06-27 21:54:22.444175","7438"
11921,"","inner SZ in ventromedial extrastriate cortex","oSZvmi",225,153,133,1,"",11,3,1,"","2013-06-27 21:54:22.450933","7439"
11923,"","SZ in midlateral extrastriate cortex (area 19)","oSZml",229,171,154,2,"",11,3,2,"","2013-06-27 21:54:22.457624","7440"
11924,"","outer SZ in midlateral extrastriate cortex","oSZmlo",229,171,154,0,"",11,3,0,"","2013-06-27 21:54:22.464368","7441"
11926,"","inner SZ in midlateral extrastriate cortex","oSZmli",225,153,133,1,"",11,3,1,"","2013-06-27 21:54:22.471158","7442"
11928,"","SZ in primary somatosensory cortex","pSZs1",239,206,182,0,"",11,3,0,"","2013-06-27 21:54:20.728656","7443"
11929,"","outer SZ in primary somatosensory cortex","pSZs1o",239,206,182,0,"",11,3,0,"","2013-06-27 21:54:20.735818","7444"
11930,"","outer plexiform zone in primary somatosensory cortex","pSZs1op",239,206,182,0,"",11,3,0,"","2013-06-27 21:54:20.74257","7445"
11931,"","inner SZ in primary somatosensory cortex","pSZs1i",238,191,154,1,"",11,3,1,"","2013-06-27 21:54:20.749289","7446"
11932,"","inner plexiform zone in primary somatosensory cortex","pSZs1ip",238,191,154,0,"",11,3,0,"","2013-06-27 21:54:20.756058","7447"
11933,"","SZ in posterosuperior (dorsal) parietal cortex","pSZpd",234,184,123,2,"",11,3,2,"","2013-06-27 21:54:20.782788","7448"
11934,"","outer SZ in posterosuperior (dorsal) parietal cortex","pSZpdo",234,184,123,0,"",11,3,0,"","2013-06-27 21:54:20.789458","7449"
11935,"","outer plexiform zone in posterosuperior (dorsal) parietal cortex","pSZpdop",234,184,123,0,"",11,3,0,"","2013-06-27 21:54:20.796217","7450"
11936,"","inner SZ in posterosuperior (dorsal) parietal cortex","pSZpdi",232,175,102,1,"",11,3,1,"","2013-06-27 21:54:20.802924","7451"
11937,"","inner plexiform zone in posterosuperior (dorsal) parietal cortex","pSZpdip",232,175,102,0,"",11,3,0,"","2013-06-27 21:54:20.80968","7452"
11938,"","SZ in posteroinferior (ventral) parietal cortex","pSZpv",234,184,123,3,"",11,3,3,"","2013-06-27 21:54:21.634179","7453"
11939,"","outer SZ in posteroinferior (ventral) parietal cortex","pSZpvo",234,184,123,0,"",11,3,0,"","2013-06-27 21:54:21.652467","7454"
11940,"","outer plexiform zone in posteroinferior (ventral) parietal cortex","pSZpvop",234,184,123,0,"",11,3,0,"","2013-06-27 21:54:21.669245","7455"
11941,"","inner SZ in posteroinferior (ventral) parietal cortex","pSZpvi",232,175,102,1,"",11,3,1,"","2013-06-27 21:54:21.687593","7456"
11942,"","inner plexiform zone in posteroinferior (ventral) parietal cortex","pSZpvip",232,175,102,0,"",11,3,0,"","2013-06-27 21:54:21.70567","7457"
11943,"","SZ in dorsomedial parietal cortex (area 7m)","pSZdm",234,184,123,1,"",11,3,1,"","2013-06-27 21:54:20.762744","7458"
11944,"","outer SZ in dorsomedial parietal cortex (area 7m)","pSZdmo",234,184,123,0,"",11,3,0,"","2013-06-27 21:54:20.769393","7459"
11946,"","inner SZ in dorsomedial parietal cortex (area 7m)","pSZdmi",232,175,102,1,"",11,3,1,"","2013-06-27 21:54:20.77612","7460"
11948,"","SZ in primary auditory cortex","tSZa1",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:21.760153","7461"
11949,"","outer SZ in primary auditory cortex","tSZa1o",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:21.77813","7462"
11950,"","outer plexiform zone in primary auditory cortex","tSZa1op",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:21.79593","7463"
11951,"","inner SZ in primary auditory cortex","tSZa1i",218,128,168,1,"",11,3,1,"","2013-06-27 21:54:21.813642","7464"
11952,"","inner plexiform zone in primary auditory cortex","tSZa1ip",218,128,168,0,"",11,3,0,"","2013-06-27 21:54:21.831371","7465"
11953,"","SZ in superolateral temporal cortex","tSZsl",225,150,183,1,"",11,3,1,"","2013-06-27 21:54:21.849155","7466"
11954,"","outer SZ in superolateral temporal cortex","tSZslo",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:21.866913","7467"
11955,"","outer plexiform zone in superolateral temporal cortex","tSZslop",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:21.884527","7468"
11956,"","inner SZ in superolateral temporal cortex","tSZsli",218,128,168,1,"",11,3,1,"","2013-06-27 21:54:21.902377","7469"
11957,"","inner plexiform zone in superolateral temporal cortex","tSZslip",218,128,168,0,"",11,3,0,"","2013-06-27 21:54:21.920132","7470"
11958,"","SZ in inferolateral temporal cortex","tSZil",225,150,183,1,"",11,3,1,"","2013-06-27 21:54:22.083249","7471"
11959,"","outer SZ in inferolateral temporal cortex","tSZilo",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.090407","7472"
11960,"","outer plexiform zone in inferolateral temporal cortex","tSZilop",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.10262","7473"
11961,"","inner SZ in inferolateral temporal cortex","tSZili",218,128,168,1,"",11,3,1,"","2013-06-27 21:54:22.12264","7474"
11962,"","inner plexiform zone in inferolateral temporal cortex","tSZilip",218,128,168,0,"",11,3,0,"","2013-06-27 21:54:22.141311","7475"
11963,"","SZ in midinferior temporal cortex","tSZmi",225,150,183,2,"",11,3,2,"","2013-06-27 21:54:22.149043","7476"
11968,"","SZ in posterior parahippocampal cortex","tSZph",225,150,183,2,"",11,3,2,"","2013-06-27 21:54:22.226222","7477"
11969,"","outer SZ in posterior parahippocampal cortex","tSZpho",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.233053","7478"
11970,"","outer plexiform zone in posterior parahippocampal cortex","tSZphop",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.239904","7479"
11971,"","inner SZ in posterior parahippocampal cortex","tSZphi",218,128,168,1,"",11,3,1,"","2013-06-27 21:54:22.246699","7480"
11972,"","inner plexiform zone in posterior parahippocampal cortex","tSZphip",218,128,168,0,"",11,3,0,"","2013-06-27 21:54:22.253647","7481"
11973,"","SZ in medial temporal-occipital cortex","tSZmt",225,150,183,3,"",11,3,3,"","2013-06-27 21:54:22.260941","7482"
11974,"","outer SZ in medial temporal-occipital cortex","tSZmto",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.267696","7483"
11975,"","outer plexiform zone in medial temporal-occipital cortex","tSZmtop",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.274485","7484"
11976,"","inner SZ in medial temporal-occipital cortex","tSZmti",218,128,168,1,"",11,3,1,"","2013-06-27 21:54:22.281322","7485"
11977,"","inner plexiform zone in medial temporal-occipital cortex","tSZmtip",218,128,168,0,"",11,3,0,"","2013-06-27 21:54:22.288141","7486"
11978,"","SZ in lateral temporal-occipital cortex","tSZlt",225,150,183,4,"",11,3,4,"","2013-06-27 21:54:22.29485","7487"
11979,"","outer SZ in lateral temporal-occipital cortex","tSZlto",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.301715","7488"
11980,"","outer plexiform zone in lateral temporal-occipital cortex","tSZltop",225,150,183,0,"",11,3,0,"","2013-06-27 21:54:22.308585","7489"
11981,"","inner SZ in lateral temporal-occipital cortex","tSZlti",218,128,168,1,"",11,3,1,"","2013-06-27 21:54:22.315393","7490"
11982,"","inner plexiform zone in lateral temporal-occipital cortex","tSZltip",218,128,168,0,"",11,3,0,"","2013-06-27 21:54:22.322257","7491"
11983,"","SZ in temporal polar cortex","tSZtp",225,150,183,5,"",11,3,5,"","2013-06-27 21:54:22.329141","7492"
11984,"","SZ in cingulate neocortex","cSZ",234,166,175,4,"",11,3,4,"","2013-06-27 21:54:22.504819","7493"
11985,"","SZ in rostral cingulate cortex","cSZr",234,166,175,0,"",11,3,0,"","2013-06-27 21:54:22.511518","7494"
11986,"","SZ in midcingulate cortex","cSZmi",234,166,175,1,"",11,3,1,"","2013-06-27 21:54:22.518269","7495"
11987,"","SZ in caudal cingulate cortex","cSZc",234,166,175,2,"",11,3,2,"","2013-06-27 21:54:22.525034","7496"
11988,"","VZ in dorsomedial frontal cortex","fVZdm",128,109,44,1,"",11,3,1,"","2013-06-27 21:54:23.337355","7497"
11989,"","VZ in orbital frontal cortex","fVZor",142,113,44,4,"",11,3,4,"","2013-06-27 21:54:23.374948","7498"
11990,"","VZ in posteror frontal cortex (motor cortex)","fVZm1",123,114,72,5,"",11,3,5,"","2013-06-27 21:54:23.382363","7499"
11991,"","VZ in dorsolateral prefrontal cortex","fVZdl",128,109,44,2,"",11,3,2,"","2013-06-27 21:54:23.344826","7500"
11992,"","VZ in ventrolateral prefrontal cortex","fVZvl",128,109,44,3,"",11,3,3,"","2013-06-27 21:54:23.367092","7501"
11993,"","VZ in frontal polar cortex","fVZfp",128,109,44,0,"",11,3,0,"","2013-06-27 21:54:23.329464","7502"
11994,"","VZ in primary visual cortex","oVZv1",174,65,37,1,"",11,3,1,"","2013-06-27 21:54:23.644673","7503"
11995,"","VZ in dorsomedial extrastriate cortex (V2)","oVZdm",174,65,37,0,"",11,3,0,"","2013-06-27 21:54:23.672367","7504"
11996,"","VZ in ventromedial extrastriate cortex (VP)","oVZvm",174,65,37,1,"",11,3,1,"","2013-06-27 21:54:23.679275","7505"
11997,"","VZ in midlateral extrastriate cortex (area 19)","oVZml",174,65,37,2,"",11,3,2,"","2013-06-27 21:54:23.686095","7506"
11998,"","VZ in primary somatosensory cortex","pVZs1",180,93,39,0,"",11,3,0,"","2013-06-27 21:54:23.416692","7507"
11999,"","VZ in posterosuperior (dorsal) parietal cortex","pVZpd",174,123,44,2,"",11,3,2,"","2013-06-27 21:54:23.445645","7508"
12000,"","VZ in posteroinferior (ventral) parietal cortex","pVZpv",174,123,44,3,"",11,3,3,"","2013-06-27 21:54:23.452934","7509"
12001,"","VZ in dorsomedial parietal cortex (area 7m)","pVZdm",174,123,44,1,"",11,3,1,"","2013-06-27 21:54:23.438439","7510"
12002,"","VZ in primary auditory cortex","tVZa1",167,70,119,0,"",11,3,0,"","2013-06-27 21:54:23.489137","7511"
12003,"","VZ in superolateral temporal cortex","tVZsl",167,70,119,1,"",11,3,1,"","2013-06-27 21:54:23.496277","7512"
12004,"","VZ in inferolateral temporal cortex","tVZil",167,70,119,1,"",11,3,1,"","2013-06-27 21:54:23.532126","7513"
12005,"","VZ in midinferior temporal cortex","tVZmi",167,70,119,2,"",11,3,2,"","2013-06-27 21:54:23.553396","7514"
12006,"","VZ in posterior parahippocampal cortex","tVZph",167,70,119,2,"",11,3,2,"","2013-06-27 21:54:23.588517","7515"
12007,"","VZ in medial temporal-occipital cortex","tVZmt",167,70,119,3,"",11,3,3,"","2013-06-27 21:54:23.609728","7516"
12008,"","VZ in lateral temporal-occipital cortex","tVZlt",167,70,119,4,"",11,3,4,"","2013-06-27 21:54:23.616708","7517"
12009,"","VZ in temporal polar cortex","tVZtp",167,70,119,5,"",11,3,5,"","2013-06-27 21:54:23.623586","7518"
12010,"","VZ in cingulate neocortex","cVZ",173,64,91,4,"",11,3,4,"","2013-06-27 21:54:23.692971","7519"
12011,"","VZ in rostral cingulate neocortex","cVZr",173,64,91,0,"",11,3,0,"","2013-06-27 21:54:23.69976","7520"
12012,"","VZ in midcingulate neocortex","cVZmi",173,64,91,1,"",11,3,1,"","2013-06-27 21:54:23.706559","7521"
12013,"","VZ in caudal cingulate neocortex","cVZc",173,64,91,2,"",11,3,2,"","2013-06-27 21:54:23.713301","7522"
12014,"","VZ in subgenual cingulate neocortex","cVZsg",173,64,91,3,"",11,3,3,"","2013-06-27 21:54:23.720092","7523"
12015,"","VZ in hippocampal proper","VZhip",93,69,127,0,"",11,3,0,"","2013-06-27 21:54:23.824761","7524"
12016,"","VZ in subicular cortex","VZsub",93,69,127,1,"",11,3,1,"","2013-06-27 21:54:23.84521","7525"
12017,"","VZ in presubicular cortex","VZprs",153,119,92,2,"",11,3,2,"","2013-06-27 21:54:23.788246","7526"
12018,"","VZ in caudal entorhinal cortex","VZec",153,119,92,0,"",11,3,0,"","2013-06-27 21:54:23.767797","7527"
12019,"","VZ in perirhinal cortex","VZpc",153,119,92,0,"",11,3,0,"","2013-06-27 21:54:23.7337","7528"
12020,"","VZ in retrosplenial cortex","VZrs",153,119,92,3,"",11,3,3,"","2013-06-27 21:54:23.808547","7529"
12021,"","olfactory recess","olr",35,31,32,1,"",11,3,1,"","2013-06-27 21:54:48.598182","7530"
12022,"","dorsal hippocampal commissure","dhic",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:46.800904","7531"
12023,"","ventral hippocampal commissure","vhic",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:46.807828","7532"
12024,"","forceps minor (frontalis)","ccg-mi",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:46.716813","7533"
12025,"","forceps major (occipitalis)","ccs-ma",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:46.759227","7534"
12026,"","radiations of corpus callosum","ccrd",242,241,240,4,"",11,3,4,"","2013-06-27 21:54:46.773306","7535"
12027,"","tapetum of corpus callosum","tap",242,241,240,5,"",11,3,5,"","2013-06-27 21:54:46.780251","7536"
12028,"","supramamillary commissure","smc",242,241,240,4,"",11,3,4,"","2013-06-27 21:54:46.814718","7537"
12029,"","amygdalotegmental tract","amtg",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:46.835739","7538"
12030,"","corona radiata","cor",242,241,240,10,"",11,3,10,"","2013-06-27 21:54:46.912415","7539"
12031,"","corticopallidal tract","cpa",242,241,240,12,"",11,3,12,"","2013-06-27 21:54:46.94655","7540"
12032,"","corticostriate tract","cst",242,241,240,13,"",11,3,13,"","2013-06-27 21:54:46.953512","7541"
12033,"","dentatopallidal tract","dpa",242,241,240,14,"",11,3,14,"","2013-06-27 21:54:46.965869","7542"
12034,"","diagonal band","dib",242,241,240,15,"",11,3,15,"","2013-06-27 21:54:46.984227","7543"
12035,"","dorsal longitudinal fasciculus","dlf",242,241,240,16,"",11,3,16,"","2013-06-27 21:54:46.999765","7544"
12036,"","dorsal occipital bundle","dob",242,241,240,17,"",11,3,17,"","2013-06-27 21:54:47.007789","7545"
12037,"","external medullary lamina of globus pallidus","emlgp",242,241,240,19,"",11,3,19,"","2013-06-27 21:54:47.025063","7546"
12038,"","external medullary lamina of thalamus","emlth",242,241,240,20,"",11,3,20,"","2013-06-27 21:54:47.041726","7547"
12041,"","hypothalamo-hypophyseal tract","hyhp",242,241,240,24,"",11,3,24,"","2013-06-27 21:54:47.138013","7548"
12042,"","prefrontopontine fibers","pfpf",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:47.971041","7549"
12043,"","anterior thalamic radiation","athf",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:47.978849","7550"
12044,"","corticobulbar fibers","cbu-ic",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:47.993738","7551"
12045,"","corticoreticular fibers","cre",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.001236","7552"
12046,"","lenticulothalamic portion","lthp",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.016047","7553"
12047,"","corticospinal fibers","csp",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.023434","7554"
12048,"","frontopontine fibers","fpn",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.030728","7555"
12049,"","superior thalamic radiation","sthr",242,241,240,2,"",11,3,2,"","2013-06-27 21:54:48.038087","7556"
12050,"","corticotectal fibers","cte",242,241,240,3,"",11,3,3,"","2013-06-27 21:54:48.045368","7557"
12051,"","corticorubral fibers","cru",242,241,240,4,"",11,3,4,"","2013-06-27 21:54:48.052616","7558"
12052,"","retrolenticular portion","relp",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.059918","7559"
12053,"","posterior thalamic radiation","pthr",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.067247","7560"
12054,"","optic radiation (geniculocalcarine tract)","or-rl",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.07456","7561"
12055,"","parietopontine fibers","ppn",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.081774","7562"
12056,"","occipitopontine fibers","opn",242,241,240,2,"",11,3,2,"","2013-06-27 21:54:48.089153","7563"
12057,"","occipitocollicular fibers","oco",242,241,240,3,"",11,3,3,"","2013-06-27 21:54:48.096389","7564"
12058,"","sublenticular portion","sulp",242,241,240,2,"",11,3,2,"","2013-06-27 21:54:48.103563","7565"
12059,"","inferior thalamic peduncle","ithp",242,241,240,26,"",11,3,26,"","2013-06-27 21:54:47.945859","7566"
12060,"","auditory radiation","ar-sl",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.110683","7567"
12061,"","temporopontine fibers","tepn",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.11807","7568"
12062,"","internal medullary lamina of globus pallidus","imlgp",242,241,240,28,"",11,3,28,"","2013-06-27 21:54:48.125364","7569"
12063,"","internal medullary lamina of thalamus","imlth",242,241,240,29,"",11,3,29,"","2013-06-27 21:54:48.132606","7570"
12064,"","lateral longitudinal stria","lls",242,241,240,30,"",11,3,30,"","2013-06-27 21:54:48.140012","7571"
12065,"","mammillotegmental tract","mtg",242,241,240,33,"",11,3,33,"","2013-06-27 21:54:48.161828","7572"
12066,"","medial longitudinal stria","mls",242,241,240,37,"",11,3,37,"","2013-06-27 21:54:48.191044","7573"
12067,"","middle longitudinal fasciculus","milf",242,241,240,39,"",11,3,39,"","2013-06-27 21:54:48.205539","7574"
12068,"","nigropallidal tract","npa",242,241,240,40,"",11,3,40,"","2013-06-27 21:54:48.212652","7575"
12069,"","nigrostriate tract","nst",242,241,240,41,"",11,3,41,"","2013-06-27 21:54:48.219829","7576"
12070,"","inferior occipitofrontal fasciculus","offi",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.234064","7577"
12071,"","superior occipitofrontal fasciculus","offs",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.241041","7578"
12072,"","subcallosal fasciculus","scf",242,241,240,65,"",11,3,65,"","2013-06-27 21:54:48.431753","7579"
12073,"","olfactory tract","olt",242,241,240,43,"",11,3,43,"","2013-06-27 21:54:48.248044","7580"
12074,"","olfactory striae","ost",242,241,240,44,"",11,3,44,"","2013-06-27 21:54:48.255234","7581"
12075,"","lateral olfactory stria","lost",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.262341","7582"
12076,"","medial olfactory stria","most",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.269344","7583"
12077,"","pallidonigral tract","pni",242,241,240,50,"",11,3,50,"","2013-06-27 21:54:48.312015","7584"
12078,"","pallidotegmental tract","ptg",242,241,240,51,"",11,3,51,"","2013-06-27 21:54:48.319191","7585"
12079,"","pallidothalamic tract","pth",242,241,240,52,"",11,3,52,"","2013-06-27 21:54:48.326233","7586"
12080,"","perforant path","perf",242,241,240,53,"",11,3,53,"","2013-06-27 21:54:48.333299","7587"
12081,"","pontine bundle","ponb",242,241,240,55,"",11,3,55,"","2013-06-27 21:54:48.347496","7588"
12082,"","sagittal stratum","sst",242,241,240,57,"",11,3,57,"","2013-06-27 21:54:48.361663","7589"
12083,"","external sagittal stratum","sste",242,241,240,0,"",11,3,0,"","2013-06-27 21:54:48.36871","7590"
12084,"","internal sagittal stratum","ssti",242,241,240,1,"",11,3,1,"","2013-06-27 21:54:48.375624","7591"
12085,"","stratum zonale of thalamus","szt",242,241,240,59,"",11,3,59,"","2013-06-27 21:54:48.389615","7592"
12086,"","striopallidal tract","spa",242,241,240,62,"",11,3,62,"","2013-06-27 21:54:48.410765","7593"
12087,"","strionigral tract","sni",242,241,240,63,"",11,3,63,"","2013-06-27 21:54:48.417771","7594"
12088,"","striothalamic tract","sth",242,241,240,64,"",11,3,64,"","2013-06-27 21:54:48.424751","7595"
12089,"","subthalamic fasciculus","sthf",242,241,240,66,"",11,3,66,"","2013-06-27 21:54:48.439142","7596"
12090,"","thalamopallidal tract","thpa",242,241,240,72,"",11,3,72,"","2013-06-27 21:54:48.514208","7597"
12091,"","thalamostriate tract","thst",242,241,240,73,"",11,3,73,"","2013-06-27 21:54:48.521819","7598"
12092,"","tuberoinfundibular path","tuin",242,241,240,74,"",11,3,74,"","2013-06-27 21:54:48.528896","7599"
12093,"","ventral amygdaloid efferent path","vamy",242,241,240,76,"",11,3,76,"","2013-06-27 21:54:48.542841","7600"
12094,"","choroid fissure","ChoF",109,110,112,3,"",11,3,3,"","2013-06-27 21:54:51.635929","7601"
12095,"","calcar avis","CalA",109,110,112,0,"",11,3,0,"","2013-06-27 21:54:51.585015","7602"
12096,"","collateral eminence","ColE",109,110,112,4,"",11,3,4,"","2013-06-27 21:54:51.652926","7603"
12097,"","collateral trigone","ColT",109,110,112,5,"",11,3,5,"","2013-06-27 21:54:51.669902","7604"
12098,"","septum pellucidum","Pell",109,110,112,11,"",11,3,11,"","2013-06-27 21:54:51.771664","7605"
12099,"","cavum septi pellucidi","cpell",109,110,112,0,"",11,3,0,"","2013-06-27 21:54:51.788979","7606"
